$GHST_price,ID,BRS,HAUNT,Wearables,Seller,Buyer,MBRS,nrgTrait,aggTrait,spkTrait,brnTrait,eysTrait,eycTrait,Date,$USD_price
3000.0,956,525,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xceec48581b3145a575508719f45da07dc57fa7ce,0xe81119bcf92fa4e9234690df8ad2f35896988a71,525,58,83,86,99,3,97,2021-03-02,1.6107406546676593
3980.0,9124,523,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xad1decc60eb86b3c4db372d156bd1bb3a3edf1e2,0x86d43a2698bf69f39f5921e54c4052a2da86d879,523,93,91,56,11,90,0,2021-03-02,1.6107406546676593
777.0,7385,447,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x47c6e3a302c77931b2c67aa2b4a70f9f613a878d,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,447,53,79,74,81,1,43,2021-03-02,1.6107406546676593
500.0,7386,437,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x47c6e3a302c77931b2c67aa2b4a70f9f613a878d,0xff18298382948028f9d93c4e32be1382204022c8,437,88,15,58,76,42,31,2021-03-02,1.6107406546676593
777.0,543,450,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2123e6171de8f2693c326d32129c9c3c6b5ebf63,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,450,22,87,77,91,51,38,2021-03-02,1.6107406546676593
240.0,7387,393,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x47c6e3a302c77931b2c67aa2b4a70f9f613a878d,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,393,80,50,56,58,68,24,2021-03-02,1.6107406546676593
349.0,4658,483,1,"[0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xc05cfb4fa62bb3c9df7ac65fe77d28345afa3485,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,485,83,77,95,54,29,99,2021-03-02,1.6107406546676593
999.0,1859,475,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x35d65b520981f67b1608874280db31c56ee9bbc6,0xfbf35487df12a09dc121f177328cf432abbeccf5,475,72,31,62,69,99,99,2021-03-02,1.6107406546676593
250.0,2111,442,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x55e4750743f1e394dff3e46eb03136fc27f29611,0x7e7c15ea104e49036cce3370eaac465a18414e13,442,68,59,8,93,46,27,2021-03-02,1.6107406546676593
1400.0,2774,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x25d5c9dbc1e12163b973261a08739927e4f72ba8,0xff620dbec8d0c7cfd69974662bfd910940cf766d,529,80,90,96,12,20,91,2021-03-02,1.6107406546676593
500.0,2790,488,1,"[0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xc194765f438294595eb4a620ca6d403f7c7e64c7,0x577182e41158ba340fd4934ad1fc24b011934a64,490,99,71,22,65,18,9,2021-03-02,1.6107406546676593
1000.0,790,509,1,"[0, 0, 66, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0xe96d65ec7c8856114878300697a3e5052de194ff,511,25,93,0,11,12,62,2021-03-02,1.6107406546676593
2000.0,794,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0xaba316abdd2db6b6dbd6d4af1e5ba952e7e6aab5,530,4,91,43,88,97,97,2021-03-02,1.6107406546676593
1000.0,800,502,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0x050ee024a0ffd8b9bd383271835b27dd66c3fec3,502,59,6,88,90,88,78,2021-03-02,1.6107406546676593
999.0,4263,515,1,"[78, 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0d2e911c371dc46404fe73a619c58075c8dbc915,0x019ed608dd806b80193942f2a960e7ac8abb2ee3,527,38,95,17,3,88,92,2021-03-02,1.6107406546676593
1000.0,803,516,1,"[0, 0, 66, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x22cab81e0fee2bad5b015dbbeb6a374a1b8738de,0xe96d65ec7c8856114878300697a3e5052de194ff,518,87,39,95,9,4,83,2021-03-02,1.6107406546676593
526.0,4231,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x34f2ac0dd90b768b382e981e50312333a7a1a69d,0x6157730c4f8e2092f601460b836530e3252b3120,509,22,96,68,28,4,96,2021-03-02,1.6107406546676593
5000.0,2825,530,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xceec48581b3145a575508719f45da07dc57fa7ce,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,530,98,51,83,99,95,1,2021-03-02,1.6107406546676593
333.0,7384,404,1,"[0, 0, 0, 90, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x47c6e3a302c77931b2c67aa2b4a70f9f613a878d,0xa6cd4976bb57b96ffedb8709417ef57bd4812ba7,406,62,61,54,74,5,53,2021-03-02,1.6107406546676593
1500.0,4850,525,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xf0cc6c3e0122748388d8fb33a38ee876339b447b,0x9302861905cc81e8353b1fdf5deeaa9f528f2e74,525,80,96,74,85,97,12,2021-03-02,1.6107406546676593
425.0,7330,477,1,"[0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0xacc227235ccab6c058b76600d4ec2e86072d0813,479,58,16,73,88,6,77,2021-03-02,1.6107406546676593
5800.0,2575,475,1,"[0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x6fce63859a859a0f30ed09b12f5010d790618ca4,0x3477823dc687e24147494b910b367cc85298df8c,475,45,94,68,71,88,92,2021-03-02,1.6107406546676593
450.0,9033,493,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0x0dc5edfc7ba00d0286f9edbc36617f4868f97711,493,99,9,66,85,89,41,2021-03-02,1.6107406546676593
300.0,1436,485,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x45490445ea04fca5cb99427146c646ac500f2b0f,0x5d051f2e9f679321fd50ec13a20d01008d11a00e,485,50,96,97,30,83,84,2021-03-02,1.6107406546676593
650.0,9036,505,1,"[68, 0, 0, 67, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0xacc227235ccab6c058b76600d4ec2e86072d0813,509,64,87,98,13,24,90,2021-03-02,1.6107406546676593
350.0,299,476,1,"[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x68a2831fb07ae4bcd4394e0bd775e56b90ea0ec6,0x546bd956c48cad0d9c25d5f8524493a3530cba81,478,72,17,91,88,78,59,2021-03-02,1.6107406546676593
2000.0,6942,520,1,"[78, 0, 0, 87, 83, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xd4d8564baace86315f02e91d1afd54a5979719e3,0x09c38351bbb481232e98c14b0d09f139dd01cd5d,544,95,89,66,2,95,17,2021-03-02,1.6107406546676593
1487.0,5271,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0xe81119bcf92fa4e9234690df8ad2f35896988a71,511,1,84,7,98,72,61,2021-03-02,1.6107406546676593
1497.0,5268,522,1,"[0, 0, 0, 67, 76, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x8ded09ffe3110d353f02dce34fb56e305e6ae4ac,528,9,87,78,75,98,8,2021-03-02,1.6107406546676593
697.0,5263,510,1,"[0, 0, 66, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x79fbadc28c46663a121e9fee2a863b74277094d4,514,101,93,97,71,16,61,2021-03-02,1.6107406546676593
1333.0,2848,511,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,0x929fac23f441048bfef13f5ac3f908fe1fbd56a2,511,87,92,32,2,94,68,2021-03-02,1.6107406546676593
777.0,5262,505,1,"[95, 0, 66, 94, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0xc5592b6e87cd2195bb65a73aaa9f83b158578fa1,515,81,75,90,88,81,88,2021-03-02,1.6107406546676593
6000.0,9822,558,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xa250c120d516e4ffc06c6a40cc642caf3d89f6ed,0x75c32299da1395c5ba98c6e213f0deb1320a33cb,558,95,93,85,98,90,91,2021-03-02,1.6107406546676593
850.0,6615,524,1,"[0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0252e3524f4d28702b6b3ab7aa7c8eacaa9caf4d,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,526,96,94,72,76,95,86,2021-03-02,1.6107406546676593
2000.0,2491,536,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xb1b6e377aa6ec6928a1d499ae58483b2b99658ec,0xd9d54f0f67fde251ab41ffb36579f308b592d905,536,98,8,91,29,82,1,2021-03-02,1.6107406546676593
5000.0,6588,549,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0cc1b11c917e7c90810968b9c3d763c0d2b98d7f,0xe703f231ab056ecb99c92a1232cc1020acfc72f8,549,94,5,90,95,99,71,2021-03-02,1.6107406546676593
3999.0000000000005,2529,540,1,"[78, 0, 66, 67, 76, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4b9c19ae685c58b535a1bab0fdd925875e71ec50,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,548,86,96,4,4,75,89,2021-03-02,1.6107406546676593
1497.0,5613,511,1,"[95, 0, 66, 87, 64, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x244fe02fbcf4db4ad96063b161f00e444fc54011,525,57,13,91,-2,88,89,2021-03-02,1.6107406546676593
400.0,8697,495,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2486bc5d229741877864f114b130fe4c119aec4a,0xe96d65ec7c8856114878300697a3e5052de194ff,495,78,64,21,74,96,99,2021-03-02,1.6107406546676593
10000.0,9398,557,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x9bb1d0cfe96e22830079dad7d589bb011769ee51,0x20ec02894d748c59c01b6bf08fe283d7bb75a5d2,557,99,91,93,89,96,16,2021-03-02,1.6107406546676593
1000.0,2300,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xceec48581b3145a575508719f45da07dc57fa7ce,0x75c32299da1395c5ba98c6e213f0deb1320a33cb,522,99,79,90,81,31,99,2021-03-02,1.6107406546676593
299.0,2865,459,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xdef65ede44485c15f979bb0646f0b1ace71568c1,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,459,30,83,52,73,7,84,2021-03-02,1.6107406546676593
400.0,9034,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0xff18298382948028f9d93c4e32be1382204022c8,464,92,87,29,81,41,70,2021-03-02,1.6107406546676593
10000.0,3126,558,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x929fac23f441048bfef13f5ac3f908fe1fbd56a2,0x4c6a68b14b8d06d61935fe4f12ee3e1c7fb138d7,558,90,88,6,92,93,96,2021-03-02,1.6107406546676593
499.0,3990,477,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x40e952e47fe92cdef8751bc2ce7511d018665fe3,0x0bb75bef057da63a0ae4b25fe9adafd35cd92b87,477,18,68,45,86,87,4,2021-03-02,1.6107406546676593
987.0,9514,510,1,"[95, 0, 66, 94, 64, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0xad91bae71e4569ec5ff09be170e223cc6b388ab0,526,82,21,74,93,99,16,2021-03-02,1.6107406546676593
685.0,3852,474,1,"[88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xc6d84b7333ccf2db3362f5acd944da2dcc304d06,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,478,99,83,19,48,71,86,2021-03-02,1.6107406546676593
300.0,3403,464,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7237fc8c285c40425f85412dde772d07b4643957,0xaf4a5d3f972195dcf3d1a3e703d213912fe49c28,464,66,75,84,65,91,77,2021-03-02,1.6107406546676593
400.0,1575,497,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x27b53099e9a2339748ab6d5ebf63ddbc181b93a2,0xd757f002d43dcb8db9a4e43a8350aa8cccdc4e4f,497,65,80,5,36,92,97,2021-03-02,1.6107406546676593
300.0,3406,468,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7237fc8c285c40425f85412dde772d07b4643957,0x68a2831fb07ae4bcd4394e0bd775e56b90ea0ec6,468,23,65,26,87,91,70,2021-03-02,1.6107406546676593
300.0,3404,454,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7237fc8c285c40425f85412dde772d07b4643957,0xe7b6be706a2042e0cd56eabc0d160d2496a0ec2c,454,43,96,57,28,23,92,2021-03-02,1.6107406546676593
490.0,3852,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x47c6e3a302c77931b2c67aa2b4a70f9f613a878d,0xc6d84b7333ccf2db3362f5acd944da2dcc304d06,474,98,83,19,49,71,86,2021-03-02,1.6107406546676593
2000.0,9509,528,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xc561c9b7035732b4ebdbae6ac43d6a293ab53896,0x75c32299da1395c5ba98c6e213f0deb1320a33cb,528,97,98,86,23,88,77,2021-03-02,1.6107406546676593
522.0,3905,522,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xdef65ede44485c15f979bb0646f0b1ace71568c1,0xad91bae71e4569ec5ff09be170e223cc6b388ab0,522,3,76,88,14,14,86,2021-03-02,1.6107406546676593
2100.0,7099,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x314e5699db4756138107ae7d7eeddf5708583ff5,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,532,6,82,4,16,86,87,2021-03-03,1.6586063270104021
3000.0,7144,541,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x5a4ac9df62415f073e984db58dfe21e14eb8903f,0x780432eabda6f7db5742149d3915605f9049fe3f,541,2,8,95,85,23,91,2021-03-03,1.6586063270104021
320.0,8061,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xf99f4bd4ec1867c1d5f4e79e7c90483fd8d58f5e,0x86f5badc9fb2db49303d69ad0358b467cfd393e0,474,89,53,79,24,80,7,2021-03-03,1.6586063270104021
400.0,2463,498,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x070f7d639bed7b25e3edfb1d9f85d7d742fa5e19,0x2235cd349113837ffc6d3e41ad8f64a84f3d20e5,498,76,37,93,10,73,99,2021-03-03,1.6586063270104021
349.0,4033,486,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x6367a367ee11ea09fb711f0e5ddf649c37863371,0xa1301bc880de06b84be4d9150105c6b8cc6202b2,486,0,57,95,73,89,67,2021-03-03,1.6586063270104021
400.0,3092,443,1,"[0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0252e3524f4d28702b6b3ab7aa7c8eacaa9caf4d,0xdf631777df4debcbcd647e85bdcb868b43663ba0,445,9,73,87,39,64,64,2021-03-03,1.6586063270104021
400.0,3054,476,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x9f7900f6ec6e725b35411428a60b90489f740d29,0x83eb5b32e76a8fe83d2684636ec37e39b7f48e68,476,1,54,30,15,96,69,2021-03-03,1.6586063270104021
2100.0,4884,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x314e5699db4756138107ae7d7eeddf5708583ff5,0xba5edc0d2ae493c9574328d77dc36eef19f699e2,532,97,89,84,79,5,83,2021-03-03,1.6586063270104021
899.0,9610,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x050ee024a0ffd8b9bd383271835b27dd66c3fec3,0xbb73548a0e6f839fb58e9d59969ba6aedecdf5f1,516,26,0,12,11,74,89,2021-03-03,1.6586063270104021
2000.0,8693,529,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2486bc5d229741877864f114b130fe4c119aec4a,0x1671ba83ce928f6df0c9973098db430bda4d214d,529,7,69,89,8,95,87,2021-03-03,1.6586063270104021
310.0,8054,441,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xf99f4bd4ec1867c1d5f4e79e7c90483fd8d58f5e,0xf0b22f7e45a223a106c35eda11bd055a70a234dd,441,68,86,64,76,20,37,2021-03-03,1.6586063270104021
1200.0,8368,507,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x09c38351bbb481232e98c14b0d09f139dd01cd5d,0x096be94d79f3d056a0e4af61c1074a179378ce0c,507,15,94,88,34,97,73,2021-03-03,1.6586063270104021
800.0,4861,451,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x35d65b520981f67b1608874280db31c56ee9bbc6,0x1c0e68b94a8c8bd16812c8e020ff92d2ae502ed7,451,98,57,67,63,37,1,2021-03-03,1.6586063270104021
500.0,3204,500,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0d421e6a1c4ccf4567b3f8317c63eebf25de50a6,0xe891246590e9425145e488693fc3b722bf31d77e,500,86,93,17,99,16,48,2021-03-03,1.6586063270104021
300.0,9820,474,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xa250c120d516e4ffc06c6a40cc642caf3d89f6ed,0xddaf28f3e5d6df25f5d02ee7d00d89d1a29600dd,474,65,91,89,54,81,88,2021-03-03,1.6586063270104021
499.0,3509,514,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x417aff82d2cd9fd39fe790af5798ae865fbe8c48,0xe53439db3e9a240c5a8b5abb874bbbed5934c47c,514,99,27,1,7,22,70,2021-03-03,1.6586063270104021
400.0,3515,452,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x55a1438b4b666c4359909ac902c41be09c3b821a,0xa3ccee9123c6f69ac2005aca394f6ae1ed3d0814,452,62,66,25,37,98,84,2021-03-03,1.6586063270104021
750.0,3273,496,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x13e46ccd194ca86212236543d2e7376b00bafa42,0x60ed33735c9c29ec2c26b8ec734e36d5b6fa1eab,496,47,73,18,89,99,96,2021-03-03,1.6586063270104021
835.0,9032,507,1,"[109, 0, 0, 94, 64, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x3bf6b896f2362214764120bdc6044e5b9fb4a048,0x775c10c93e0db7205b2643458233c64fc33fd75b,515,99,12,87,37,3,72,2021-03-03,1.6586063270104021
200.0,297,430,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x5624b75f53c46372231214c98dc54d24dca87eab,0x069ba44bfe4584ecf7e5c2346e2cbdc916bf30ac,430,53,31,63,59,96,14,2021-03-03,1.6586063270104021
220.0,297,430,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x069ba44bfe4584ecf7e5c2346e2cbdc916bf30ac,0x97b00eebfc135baf9fbcf1daeeddab2fde75d5ce,430,53,31,63,59,96,14,2021-03-03,1.6586063270104021
2500.0,3397,534,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x017252042524df387a7ed994d41d7bde44f4670a,0x1671ba83ce928f6df0c9973098db430bda4d214d,534,11,0,89,100,76,76,2021-03-03,1.6586063270104021
15500.000000000002,6827,545,1,"[85, 0, 86, 84, 99, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x314e5699db4756138107ae7d7eeddf5708583ff5,0x98de69fc87790bf9679e5b781a03e6821f3d2f75,619,83,-4,96,77,90,94,2021-03-03,1.6586063270104021
1000.0,301,510,1,"[91, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x68a2831fb07ae4bcd4394e0bd775e56b90ea0ec6,0x244fe02fbcf4db4ad96063b161f00e444fc54011,514,71,14,73,99,78,0,2021-03-03,1.6586063270104021
980.0,303,501,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x7cdceb7f8d9fee89b9628f07f0f34a4a28e5e39c,0xe53439db3e9a240c5a8b5abb874bbbed5934c47c,501,68,3,82,40,93,97,2021-03-03,1.6586063270104021
600.0,8934,521,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x314e5699db4756138107ae7d7eeddf5708583ff5,0xd5157866f7bb8f490e13aba960f689178635ead2,521,98,68,8,92,79,87,2021-03-03,1.6586063270104021
450.0,6853,506,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x866aae40b55d79591cbb049de1fb4d08f5eb6cd0,0x86f5badc9fb2db49303d69ad0358b467cfd393e0,506,79,4,83,64,93,13,2021-03-03,1.6586063270104021
491.0,6903,508,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2df5ec8d9d3be35a057bf177df07358b1a0ca789,0xeef8de903144fe16a155096c0fd6727380026dd7,508,92,85,1,98,54,75,2021-03-03,1.6586063270104021
550.0,3255,504,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x685a8de16b2dcbc4ae0329cd80ccd8648b37d9fc,0x227052d3e2e13f5838459ae506697024d749af4e,504,22,65,82,86,3,92,2021-03-03,1.6586063270104021
430.0,3432,481,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xc22f4e906f56cbb998edfa89a4310f99156e037a,0x94ca9e0a858d080a9a3d2b72cd4d23e02f5cdc10,481,54,86,9,64,87,94,2021-03-03,1.6586063270104021
12000.0,3724,569,1,"[109, 0, 0, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xe28d9dce11d7507e69074bbfa7df604256cffd0e,0xc561c9b7035732b4ebdbae6ac43d6a293ab53896,577,-1,4,92,100,2,83,2021-03-03,1.6586063270104021
1000.0,8839,509,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x75c32299da1395c5ba98c6e213f0deb1320a33cb,0xccfc864cbf37001cb489828b21b96fe3e9641d3b,509,82,95,22,67,94,11,2021-03-03,1.6586063270104021
300.0,3205,484,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x0d421e6a1c4ccf4567b3f8317c63eebf25de50a6,0x415817fe2945611ea8d9c698a2d8bec4c5a6b68f,484,2,92,64,80,44,9,2021-03-03,1.6586063270104021
800.0,4836,516,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x34e2cb7513a50b19f450a067ed5230a86c13a2e9,0xeb1d6e08fb1d019c7bc8e4efffe0a66cbff10cb2,516,12,39,5,90,80,99,2021-03-03,1.6586063270104021
349.0,7384,404,1,"[0, 0, 0, 90, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0xa6cd4976bb57b96ffedb8709417ef57bd4812ba7,0x415817fe2945611ea8d9c698a2d8bec4c5a6b68f,406,62,61,54,74,5,53,2021-03-03,1.6586063270104021
707.0,2943,516,1,"[109, 0, 0, 94, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x4e483558e4e59416eea246f643d78470a7d6d5a9,0x01e7f16e17c50d070eb66787f25ce3be405d6038,526,102,9,64,90,13,82,2021-03-03,1.6586063270104021
7000.0,2756,490,1,"[114, 0, 0, 62, 70, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x91caab3c0e9111043c97f5b3f10f614a193a11c9,0xa15b385eb10b15f2c5aa841d5c36ff6294cd5a17,557,60,16,10,44,97,97,2021-03-03,1.6586063270104021
2999.0000000000005,2881,532,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0x2a8d763a923d546e0a73c954a08be37978e380cc,0x5c0dc6a61763b9be2be0984e36ab7f645c80359f,532,90,71,97,16,1,87,2021-03-03,1.6586063270104021
